연월,기기ID,가동시간(시간),평균온도(℃),평균압력(bar),에러발생횟수,종합상태
2023-08,EQ0130,439.68,25.0,8.08,2,정상
2023-08,EQ0131,756.78,33.3,6.78,0,경고
2023-08,EQ0132,694.59,44.6,8.47,3,정상
2023-08,EQ0133,221.05,20.0,1.23,1,정상
2023-08,EQ0138,670.51,41.9,6.61,4,정상
2023-08,EQ0140,451.21,50.3,9.35,3,정상
2023-08,EQ0141,203.73,35.9,1.37,1,정상
2023-08,EQ0142,214.1,35.8,9.93,3,주의
2023-08,EQ0143,533.23,32.4,1.64,1,정상
2023-08,EQ0144,425.73,27.3,5.91,4,주의
2023-08,EQ0145,675.14,46.6,9.04,3,주의
2023-08,EQ0146,248.03,26.0,2.21,0,정상
2023-08,EQ0149,625.39,36.1,2.0,1,정상
2023-08,EQ0154,639.01,44.6,3.08,4,정상
2023-08,EQ0155,779.21,43.3,3.24,4,정상
2023-08,EQ0157,562.19,41.6,4.6,2,정상
2023-08,EQ0160,752.24,57.1,5.68,2,주의
2023-08,EQ0161,438.33,56.6,6.71,4,정상
2023-08,EQ0162,393.17,56.0,5.07,2,경고
2023-08,EQ0165,781.95,34.3,2.01,2,정상
2023-08,EQ0167,541.57,24.2,7.12,0,정상
2023-08,EQ0168,343.29,22.3,1.7,3,정상
2023-08,EQ0172,446.22,41.2,5.87,1,정상
2023-08,EQ0176,379.83,32.5,8.01,3,정상
2023-08,EQ0177,220.78,30.7,2.71,4,정상
2023-08,EQ0178,797.41,50.9,3.25,1,정상
2023-08,EQ0179,266.55,23.2,1.17,0,주의
2023-08,EQ0180,653.94,44.2,7.58,2,정상
2023-08,EQ0187,386.65,28.9,7.18,1,정상
2023-08,EQ0189,589.02,29.5,4.43,2,정상
2023-08,EQ0193,559.59,49.3,6.9,4,정상
2023-08,EQ0194,253.43,49.8,3.15,1,정상
2023-08,EQ0195,277.42,57.2,3.9,4,정상
2023-08,EQ0196,314.05,20.6,4.22,3,정상
2023-08,EQ0198,268.96,42.8,9.39,2,경고
2023-08,EQ0199,202.11,40.1,6.39,2,주의
2023-08,EQ0200,782.57,21.6,5.02,4,경고
2023-08,EQ0201,255.73,27.0,4.76,3,경고
2023-08,EQ0202,225.7,37.3,3.03,1,정상
2023-08,EQ0203,219.51,41.3,7.05,1,정상
2023-08,EQ0205,330.74,35.5,7.7,3,정상
2023-08,EQ0208,601.21,28.5,5.28,3,정상
2023-08,EQ0209,305.17,44.9,9.6,1,정상
2023-08,EQ0212,787.57,46.5,9.5,3,정상
2023-08,EQ0213,449.03,41.0,4.36,3,정상
2023-08,EQ0214,558.18,50.2,4.65,1,정상
2023-08,EQ0216,462.67,30.1,3.3,0,정상
2023-08,EQ0221,581.26,24.3,9.73,1,정상
2023-08,EQ0223,379.35,23.8,2.14,1,정상
2023-08,EQ0225,480.95,31.1,8.58,2,정상
2023-08,EQ0227,573.28,22.4,7.81,1,정상
2023-08,EQ0230,342.88,41.8,4.68,4,정상
2023-08,EQ0235,416.17,31.8,8.63,2,정상
2023-08,EQ0238,625.39,43.2,8.99,3,정상
2023-08,EQ0241,534.16,32.6,3.78,2,경고
2023-08,EQ0242,666.12,38.4,8.94,4,정상
2023-08,EQ0243,477.64,28.8,7.96,4,정상
2023-08,EQ0244,722.99,23.1,8.69,4,정상
2023-08,EQ0246,431.0,50.6,1.62,2,정상
2023-08,EQ0247,553.87,56.5,4.16,1,주의
2023-08,EQ0248,643.76,29.1,5.12,2,주의
2023-08,EQ0249,750.5,46.7,4.79,3,정상
2023-08,EQ0250,338.21,44.9,8.98,1,정상
2023-08,EQ0253,207.12,37.0,9.34,2,정상
2023-08,EQ0254,513.74,22.9,2.34,4,경고
2023-08,EQ0257,775.33,58.7,2.45,3,정상
2023-08,EQ0258,501.24,48.9,7.01,0,정상
2023-08,EQ0259,552.89,44.0,7.13,2,경고
2023-08,EQ0262,256.85,29.4,9.29,0,정상
2023-08,EQ0263,436.66,59.4,7.84,3,주의
2023-08,EQ0265,453.31,20.4,1.47,2,정상
2023-08,EQ0267,465.83,23.2,6.35,0,정상
2023-08,EQ0272,246.11,23.8,7.14,0,정상
2023-08,EQ0275,333.76,47.0,9.34,2,정상
2023-08,EQ0276,389.58,35.2,8.27,3,정상
2023-08,EQ0279,384.44,55.5,5.8,0,정상
2023-08,EQ0286,546.69,40.5,7.23,2,주의
2023-08,EQ0289,400.54,50.8,2.57,0,정상
2023-08,EQ0291,377.46,58.9,9.79,2,정상
2023-08,EQ0298,385.72,44.4,6.92,1,주의
2023-08,EQ0299,373.69,55.5,2.24,3,정상
2023-08,EQ0300,238.73,33.7,9.56,0,정상
2023-09,EQ0006,459.18,46.5,2.34,1,정상
2023-09,EQ0007,499.19,31.9,8.96,3,경고
2023-09,EQ0010,757.47,49.2,7.84,4,정상
2023-09,EQ0012,767.35,35.7,8.15,1,정상
2023-09,EQ0013,662.31,59.4,9.72,1,정상
2023-09,EQ0014,483.35,29.3,7.67,2,정상
2023-09,EQ0015,223.7,25.2,6.23,4,경고
2023-09,EQ0017,631.86,46.7,7.13,4,정상
2023-09,EQ0021,510.21,41.8,1.12,1,주의
2023-09,EQ0023,448.61,30.5,8.65,4,경고
2023-09,EQ0024,433.53,25.5,1.02,4,경고
2023-09,EQ0026,722.72,58.6,5.94,3,주의
2023-09,EQ0027,646.67,36.1,1.81,3,정상
2023-09,EQ0028,340.96,29.1,9.71,4,경고
2023-09,EQ0029,692.77,53.4,7.01,1,정상
2023-09,EQ0031,418.68,53.0,8.53,2,주의
2023-09,EQ0032,644.22,28.0,5.25,4,주의
2023-09,EQ0033,486.58,40.8,5.76,3,주의
2023-09,EQ0034,557.28,56.8,7.68,2,주의
2023-09,EQ0035,772.14,31.8,3.66,0,주의
2023-09,EQ0039,383.2,30.3,8.54,1,정상
2023-09,EQ0043,522.97,20.6,7.03,1,주의
2023-09,EQ0044,356.95,31.8,1.39,2,정상
2023-09,EQ0046,775.28,29.3,6.45,4,정상
2023-09,EQ0048,486.51,57.2,1.1,0,정상
2023-09,EQ0049,553.79,47.5,8.48,1,정상
2023-09,EQ0050,642.36,25.6,9.72,4,정상
2023-09,EQ0051,378.31,27.9,9.55,3,정상
2023-09,EQ0056,629.44,23.3,7.95,0,정상
2023-09,EQ0058,315.66,41.5,8.68,1,주의
2023-09,EQ0059,505.02,48.8,8.21,0,정상
2023-09,EQ0060,355.23,54.0,7.75,2,정상
2023-09,EQ0062,265.59,30.8,7.14,4,정상
2023-09,EQ0063,245.39,36.5,5.11,0,정상
2023-09,EQ0069,258.79,51.9,2.91,3,정상
2023-09,EQ0071,230.38,43.5,5.13,4,정상
2023-09,EQ0074,345.67,47.0,4.67,4,주의
2023-09,EQ0076,399.99,48.1,2.12,1,정상
2023-09,EQ0079,364.05,47.4,1.88,2,정상
2023-09,EQ0084,761.02,43.6,7.78,2,정상
2023-09,EQ0085,405.25,52.9,1.95,0,정상
2023-09,EQ0087,737.47,50.2,8.51,4,경고
2023-09,EQ0088,710.5,59.9,6.58,3,정상
2023-09,EQ0089,626.08,29.5,2.87,1,정상
2023-09,EQ0090,532.66,32.1,6.68,1,주의
2023-09,EQ0091,721.59,25.3,8.73,1,정상
2023-09,EQ0093,293.81,31.0,5.59,1,주의
2023-09,EQ0094,212.3,25.1,7.3,1,정상
2023-09,EQ0095,771.94,22.6,1.26,4,경고
2023-09,EQ0096,205.96,46.1,6.87,0,정상
2023-09,EQ0097,597.59,50.6,1.66,0,정상
2023-09,EQ0098,708.04,37.8,6.98,4,정상
2023-09,EQ0099,460.97,59.9,7.26,1,정상
2023-09,EQ0101,307.34,36.4,8.43,3,주의
2023-09,EQ0104,471.44,25.2,4.52,4,정상
2023-09,EQ0105,786.17,37.3,8.21,2,정상
2023-09,EQ0108,496.59,54.1,5.95,0,주의
2023-09,EQ0109,683.47,58.8,6.5,3,정상
2023-09,EQ0111,296.21,42.0,5.08,1,정상
2023-09,EQ0112,207.85,29.8,6.32,4,정상
2023-09,EQ0113,532.81,58.0,1.48,0,정상
2023-09,EQ0116,530.44,48.4,8.9,2,정상
2023-09,EQ0119,564.27,30.1,6.71,2,주의
2023-09,EQ0120,305.37,54.2,7.35,1,정상
2023-09,EQ0121,373.4,56.5,8.68,4,경고
2023-09,EQ0122,669.05,57.7,9.81,3,주의
2023-09,EQ0123,606.47,41.0,1.94,2,정상
2023-09,EQ0125,389.92,38.4,6.8,1,정상
2023-09,EQ0126,539.09,24.3,1.51,0,주의
2023-09,EQ0127,636.72,47.1,9.98,4,주의
2023-09,EQ0134,308.32,39.0,4.54,0,경고
2023-09,EQ0135,215.66,22.2,6.35,3,정상
2023-09,EQ0136,500.33,51.3,4.34,1,정상
2023-09,EQ0138,691.58,32.2,6.37,1,정상
2023-09,EQ0139,666.38,29.3,3.1,0,주의
2023-09,EQ0140,271.35,57.6,7.25,3,경고
2023-09,EQ0142,443.36,39.6,3.38,2,정상
2023-09,EQ0145,379.08,34.9,8.28,3,주의
2023-09,EQ0146,582.62,48.1,9.29,4,정상
2023-09,EQ0153,359.55,27.2,9.1,2,주의
2023-09,EQ0154,553.94,49.9,4.88,3,정상
2023-09,EQ0158,423.86,34.0,7.83,4,경고
2023-09,EQ0159,645.45,20.1,1.78,3,정상
2023-09,EQ0161,476.28,21.4,9.3,3,정상
2023-09,EQ0163,385.79,20.6,9.13,0,주의
2023-09,EQ0165,730.09,35.5,3.51,2,정상
2023-09,EQ0167,700.08,44.7,8.85,4,정상
2023-09,EQ0168,467.87,55.9,1.82,4,주의
2023-09,EQ0169,341.6,44.6,2.96,1,정상
2023-09,EQ0176,305.5,28.8,1.75,1,주의
2023-09,EQ0179,504.58,47.3,9.79,3,정상
2023-09,EQ0182,713.91,24.5,9.25,1,경고
2023-09,EQ0184,218.74,31.5,2.18,1,정상
2023-09,EQ0185,778.13,23.2,8.43,3,정상
2023-09,EQ0187,253.57,37.8,8.24,2,주의
2023-09,EQ0188,273.61,46.9,8.58,0,정상
2023-09,EQ0189,728.37,23.8,5.86,0,정상
2023-09,EQ0190,640.92,30.0,3.37,0,정상
2023-09,EQ0193,367.77,53.3,6.21,2,정상
2023-09,EQ0196,705.34,23.7,1.85,0,정상
2023-09,EQ0198,764.68,24.9,7.07,0,정상
2023-09,EQ0201,380.35,51.1,4.95,1,정상
2023-09,EQ0203,287.75,53.6,3.5,4,경고
2023-09,EQ0208,666.73,28.6,9.52,1,정상
2023-09,EQ0211,496.49,51.3,6.94,4,정상
2023-09,EQ0212,320.09,50.4,1.11,3,정상
2023-09,EQ0214,622.2,39.0,6.51,0,정상
2023-09,EQ0215,673.17,44.0,7.28,4,정상
2023-09,EQ0216,503.31,46.2,3.68,3,정상
2023-09,EQ0218,213.76,58.3,6.79,1,정상
2023-09,EQ0220,376.97,20.3,7.91,3,정상
2023-09,EQ0222,702.04,34.0,3.67,2,주의
2023-09,EQ0224,701.28,21.6,6.83,3,주의
2023-09,EQ0226,766.61,35.4,7.22,1,주의
2023-09,EQ0228,635.03,40.3,4.52,2,정상
2023-09,EQ0229,348.42,56.7,5.24,3,경고
2023-09,EQ0231,546.16,31.4,4.31,2,경고
2023-09,EQ0237,506.34,20.5,2.63,0,정상
2023-09,EQ0240,479.79,56.9,9.92,1,주의
2023-09,EQ0241,497.95,40.0,7.07,1,주의
2023-09,EQ0242,732.79,43.4,4.44,3,정상
2023-09,EQ0246,232.8,38.7,5.28,4,정상
2023-09,EQ0247,794.43,22.8,7.27,0,정상
2023-09,EQ0248,304.32,41.8,1.99,4,주의
2023-09,EQ0250,602.07,35.9,8.49,4,정상
2023-09,EQ0251,675.96,45.6,7.43,4,주의
2023-09,EQ0254,483.38,36.7,6.76,0,정상
2023-09,EQ0257,743.18,41.7,7.33,3,정상
2023-09,EQ0259,740.78,40.6,6.08,4,정상
2023-09,EQ0260,300.0,43.4,1.16,3,정상
2023-09,EQ0261,789.06,57.0,8.24,3,주의
2023-09,EQ0262,797.72,47.3,6.58,3,정상
2023-09,EQ0263,207.94,59.4,8.34,1,정상
2023-09,EQ0265,206.1,52.9,3.51,2,정상
2023-09,EQ0266,476.29,37.4,5.92,0,정상
2023-09,EQ0269,717.25,35.4,9.85,2,주의
2023-09,EQ0271,740.77,31.2,1.69,3,정상
2023-09,EQ0273,439.55,51.4,6.0,3,정상
2023-09,EQ0274,701.54,43.4,5.57,0,주의
2023-09,EQ0276,224.33,38.4,6.01,3,주의
2023-09,EQ0278,596.79,34.1,2.29,3,주의
2023-09,EQ0281,651.89,27.1,5.2,4,주의
2023-09,EQ0284,386.92,26.5,4.41,3,경고
2023-09,EQ0287,386.67,55.4,4.63,1,정상
2023-09,EQ0289,319.3,43.0,4.67,2,주의
2023-09,EQ0291,257.48,44.8,9.5,3,정상
2023-09,EQ0292,681.06,22.7,5.72,2,정상
2023-09,EQ0295,456.52,37.3,1.73,2,정상
2023-09,EQ0298,627.12,48.9,2.59,2,정상
2023-09,EQ0300,532.24,59.2,8.17,0,정상
2023-10,EQ0003,391.14,34.9,4.52,2,정상
2023-10,EQ0004,250.03,45.9,4.81,0,경고
2023-10,EQ0009,729.89,42.4,3.64,1,주의
2023-10,EQ0011,693.54,54.1,4.6,1,주의
2023-10,EQ0012,744.97,58.5,1.89,0,정상
2023-10,EQ0013,784.46,54.7,7.99,0,정상
2023-10,EQ0014,537.75,45.6,7.42,2,경고
2023-10,EQ0018,593.16,26.1,1.56,1,정상
2023-10,EQ0019,450.94,54.5,8.16,4,정상
2023-10,EQ0020,597.5,53.6,7.92,3,경고
2023-10,EQ0022,699.32,46.9,6.45,1,정상
2023-10,EQ0025,327.03,39.5,1.65,3,정상
2023-10,EQ0026,468.09,26.3,9.07,3,경고
2023-10,EQ0027,276.07,49.4,9.26,4,주의
2023-10,EQ0031,645.27,21.6,4.88,1,주의
2023-10,EQ0032,232.86,31.6,2.99,2,주의
2023-10,EQ0034,540.36,43.0,6.57,1,주의
2023-10,EQ0035,581.42,36.8,4.8,4,정상
2023-10,EQ0039,417.6,52.1,1.37,1,정상
2023-10,EQ0040,778.74,25.5,2.44,1,정상
2023-10,EQ0041,363.77,54.6,8.32,3,정상
2023-10,EQ0042,413.03,52.6,4.87,4,정상
2023-10,EQ0043,545.89,55.9,1.24,2,정상
2023-10,EQ0044,536.0,55.6,8.25,2,정상
2023-10,EQ0047,250.5,57.3,4.44,0,주의
2023-10,EQ0049,566.32,41.7,6.22,4,정상
2023-10,EQ0050,447.28,36.2,8.35,3,주의
2023-10,EQ0051,244.01,48.1,4.59,3,정상
2023-10,EQ0052,253.54,50.8,8.83,2,정상
2023-10,EQ0055,397.68,37.3,1.7,0,경고
2023-10,EQ0058,420.75,26.5,4.49,3,정상
2023-10,EQ0059,274.31,57.5,4.6,0,경고
2023-10,EQ0063,628.18,39.4,8.93,1,주의
2023-10,EQ0064,344.86,34.8,2.29,3,경고
2023-10,EQ0066,748.8,22.4,3.4,2,정상
2023-10,EQ0067,550.98,28.2,5.55,0,주의
2023-10,EQ0069,344.62,35.9,2.0,3,정상
2023-10,EQ0071,244.31,31.5,4.82,2,정상
2023-10,EQ0072,667.92,52.5,9.03,2,정상
2023-10,EQ0074,768.87,36.7,7.11,4,정상
2023-10,EQ0078,377.55,56.8,1.07,0,주의
2023-10,EQ0083,629.91,54.0,4.72,3,정상
2023-10,EQ0086,586.52,42.5,2.78,0,정상
2023-10,EQ0088,322.35,32.5,7.63,0,정상
2023-10,EQ0089,237.24,32.2,7.94,4,정상
2023-10,EQ0093,671.15,23.9,1.22,4,정상
2023-10,EQ0094,669.45,25.6,3.27,4,정상
2023-10,EQ0096,525.31,43.6,6.53,4,정상
2023-10,EQ0098,794.87,50.6,2.26,4,정상
2023-10,EQ0100,281.05,37.4,9.08,4,정상
2023-10,EQ0105,424.5,51.8,4.22,0,주의
2023-10,EQ0108,678.04,53.2,4.96,0,정상
2023-10,EQ0111,730.29,40.3,6.49,0,주의
2023-10,EQ0112,332.37,42.0,7.15,3,정상
2023-10,EQ0113,700.18,54.5,2.17,4,정상
2023-10,EQ0114,323.35,56.5,1.1,3,주의
2023-10,EQ0115,659.32,45.5,6.1,2,정상
2023-10,EQ0116,589.85,22.0,4.02,0,주의
2023-10,EQ0119,565.07,53.4,5.23,0,정상
2023-10,EQ0122,796.89,26.0,1.76,3,정상
2023-10,EQ0123,273.74,53.0,9.51,4,정상
2023-10,EQ0125,439.6,49.2,2.24,0,정상
2023-10,EQ0127,743.41,50.5,9.47,4,경고
2023-10,EQ0128,693.15,48.0,2.91,0,정상
2023-10,EQ0129,735.5,50.2,6.08,4,정상
2023-10,EQ0130,591.98,21.1,1.8,4,주의
2023-10,EQ0133,654.39,49.1,6.14,4,정상
2023-10,EQ0134,653.97,52.4,2.96,3,경고
2023-10,EQ0139,217.19,58.0,8.75,3,주의
2023-10,EQ0141,284.58,55.3,1.04,2,정상
2023-10,EQ0142,647.39,22.1,1.8,3,경고
2023-10,EQ0144,307.29,48.4,9.72,4,주의
2023-10,EQ0145,308.61,33.6,1.93,0,경고
2023-10,EQ0149,681.46,58.8,9.84,2,정상
2023-10,EQ0153,228.89,32.6,2.13,3,주의
2023-10,EQ0154,486.84,44.4,7.22,2,정상
2023-10,EQ0156,737.76,52.1,1.78,4,경고
2023-10,EQ0157,357.6,46.9,2.11,1,정상
2023-10,EQ0158,400.11,45.3,5.8,4,정상
2023-10,EQ0159,563.61,40.1,9.28,3,정상
2023-10,EQ0162,733.44,25.2,6.55,0,주의
2023-10,EQ0163,241.76,28.0,4.87,2,정상
2023-10,EQ0164,421.84,41.7,6.44,4,정상
2023-10,EQ0167,728.23,45.8,3.44,2,정상
2023-10,EQ0169,727.57,43.9,5.23,0,정상
2023-10,EQ0170,523.26,25.1,9.36,2,주의
2023-10,EQ0175,745.49,45.7,4.24,4,정상
2023-10,EQ0177,772.35,43.1,4.68,4,정상
2023-10,EQ0178,351.6,28.0,7.37,4,주의
2023-10,EQ0179,538.29,35.0,2.93,4,경고
2023-10,EQ0183,320.24,59.3,4.75,4,정상
2023-10,EQ0184,388.25,32.4,1.92,3,정상
2023-10,EQ0185,261.66,57.0,1.78,1,정상
2023-10,EQ0186,740.69,51.6,4.87,1,주의
2023-10,EQ0187,266.83,47.3,2.95,2,정상
2023-10,EQ0188,615.76,58.7,4.52,4,정상
2023-10,EQ0191,315.17,25.8,2.8,1,주의
2023-10,EQ0192,424.53,27.9,9.99,4,주의
2023-10,EQ0194,574.03,44.3,4.57,3,정상
2023-10,EQ0195,747.02,46.7,4.31,4,정상
2023-10,EQ0196,559.44,37.0,1.6,3,주의
2023-10,EQ0200,321.56,36.5,7.59,1,정상
2023-10,EQ0203,313.58,51.7,4.9,4,정상
2023-10,EQ0204,223.88,30.5,1.88,0,정상
2023-10,EQ0205,367.94,51.8,8.2,2,경고
2023-10,EQ0207,404.75,47.9,9.9,3,정상
2023-10,EQ0213,262.06,45.0,4.77,2,정상
2023-10,EQ0219,432.44,23.1,2.2,1,주의
2023-10,EQ0220,671.17,47.0,9.77,2,정상
2023-10,EQ0222,291.54,20.9,4.51,2,주의
2023-10,EQ0224,212.05,45.7,2.38,1,주의
2023-10,EQ0227,404.01,36.5,5.95,4,정상
2023-10,EQ0228,322.56,46.1,9.82,4,정상
2023-10,EQ0231,760.49,35.9,6.6,0,정상
2023-10,EQ0232,320.31,52.8,9.54,0,정상
2023-10,EQ0234,382.89,26.6,7.41,3,정상
2023-10,EQ0235,287.56,55.4,8.16,2,정상
2023-10,EQ0236,342.69,47.2,3.44,1,정상
2023-10,EQ0237,665.72,49.9,6.85,1,정상
2023-10,EQ0238,627.76,58.4,9.26,3,주의
2023-10,EQ0240,624.04,22.3,4.16,1,정상
2023-10,EQ0242,663.72,36.3,8.39,1,정상
2023-10,EQ0243,702.2,56.5,9.46,3,정상
2023-10,EQ0244,727.37,31.8,7.74,1,주의
2023-10,EQ0249,554.2,23.8,3.97,3,정상
2023-10,EQ0250,224.85,35.0,6.02,4,정상
2023-10,EQ0251,506.12,44.1,6.1,1,경고
2023-10,EQ0252,371.63,32.0,6.3,4,정상
2023-10,EQ0255,504.9,30.7,1.92,4,주의
2023-10,EQ0256,556.44,49.2,9.59,4,정상
2023-10,EQ0257,252.92,22.9,9.25,0,정상
2023-10,EQ0262,602.16,49.6,5.5,3,정상
2023-10,EQ0263,217.96,43.3,7.38,2,정상
2023-10,EQ0266,722.74,36.6,7.82,0,정상
2023-10,EQ0267,393.62,35.3,7.85,2,주의
2023-10,EQ0268,502.54,22.3,1.79,0,정상
2023-10,EQ0269,696.08,22.5,9.57,2,정상
2023-10,EQ0273,359.06,31.6,9.83,3,정상
2023-10,EQ0274,579.82,42.9,7.25,0,주의
2023-10,EQ0278,516.05,23.7,4.57,2,주의
2023-10,EQ0280,671.88,41.1,6.47,3,정상
2023-10,EQ0281,385.13,33.5,1.66,0,정상
2023-10,EQ0282,707.66,32.4,7.61,2,정상
2023-10,EQ0284,240.21,23.2,9.25,1,정상
2023-10,EQ0285,368.79,57.0,8.17,2,정상
2023-10,EQ0287,506.58,30.8,8.03,0,경고
2023-10,EQ0288,669.69,37.6,1.02,4,주의
2023-10,EQ0293,654.07,44.1,3.77,0,주의
2023-10,EQ0294,594.24,28.8,1.59,4,정상
2023-10,EQ0299,650.4,23.4,6.68,1,경고
2023-11,EQ0002,776.36,46.2,4.05,1,정상
2023-11,EQ0007,420.08,39.2,6.47,4,정상
2023-11,EQ0008,206.64,46.7,3.99,1,정상
2023-11,EQ0010,645.55,58.2,5.56,0,주의
2023-11,EQ0013,743.51,47.1,9.49,0,경고
2023-11,EQ0017,661.33,38.0,5.2,2,정상
2023-11,EQ0018,431.68,39.2,5.61,2,경고
2023-11,EQ0020,412.67,38.9,5.97,1,정상
2023-11,EQ0021,568.53,47.2,1.76,2,정상
2023-11,EQ0024,607.64,46.5,9.19,2,정상
2023-11,EQ0027,613.3,40.7,7.64,1,경고
2023-11,EQ0028,631.76,39.9,8.97,2,정상
2023-11,EQ0029,769.44,36.0,4.03,3,정상
2023-11,EQ0030,576.58,52.3,8.53,0,경고
2023-11,EQ0034,594.29,29.6,2.43,4,주의
2023-11,EQ0036,266.14,21.1,6.44,2,정상
2023-11,EQ0037,709.65,23.3,4.46,0,정상
2023-11,EQ0039,365.87,27.5,4.12,1,주의
2023-11,EQ0040,327.55,41.8,5.4,0,주의
2023-11,EQ0041,756.71,56.5,3.18,2,주의
2023-11,EQ0043,499.97,49.1,3.42,0,정상
2023-11,EQ0045,202.43,56.5,2.37,3,정상
2023-11,EQ0046,403.17,44.2,8.9,0,경고
2023-11,EQ0047,642.71,21.4,7.58,3,정상
2023-11,EQ0051,691.48,32.4,2.97,3,정상
2023-11,EQ0054,378.22,56.9,6.59,3,정상
2023-11,EQ0055,206.06,44.6,8.68,1,정상
2023-11,EQ0057,667.02,28.0,8.78,2,주의
2023-11,EQ0058,236.97,24.5,6.85,1,정상
2023-11,EQ0060,450.34,49.2,2.94,3,주의
2023-11,EQ0061,673.97,24.3,5.29,1,정상
2023-11,EQ0063,745.48,44.2,7.33,1,정상
2023-11,EQ0064,403.25,31.1,4.88,1,정상
2023-11,EQ0065,218.58,53.5,7.28,1,주의
2023-11,EQ0069,247.72,20.8,1.4,1,주의
2023-11,EQ0070,463.94,56.1,9.83,4,정상
2023-11,EQ0071,666.86,25.7,4.84,3,정상
2023-11,EQ0072,643.78,22.4,3.5,4,주의
2023-11,EQ0073,797.18,46.7,1.66,3,주의
2023-11,EQ0079,355.6,35.1,8.58,0,경고
2023-11,EQ0080,717.72,44.3,3.13,1,정상
2023-11,EQ0081,291.39,26.6,4.18,3,정상
2023-11,EQ0085,619.65,50.3,5.24,1,경고
2023-11,EQ0087,242.8,31.7,9.34,0,정상
2023-11,EQ0089,309.61,56.9,9.0,2,정상
2023-11,EQ0090,445.25,29.5,3.32,4,정상
2023-11,EQ0091,581.02,34.0,1.05,4,정상
2023-11,EQ0093,631.85,43.1,5.75,2,정상
2023-11,EQ0096,664.88,51.9,7.84,2,정상
2023-11,EQ0097,335.82,50.2,9.3,1,경고
2023-11,EQ0098,598.0,35.1,9.87,3,정상
2023-11,EQ0099,439.48,25.3,5.19,3,주의
2023-11,EQ0102,426.49,31.0,9.27,1,주의
2023-11,EQ0103,287.68,31.9,4.47,1,정상
2023-11,EQ0106,448.4,33.4,2.56,3,주의
2023-11,EQ0113,360.98,57.7,5.86,1,정상
2023-11,EQ0114,797.47,31.0,3.49,1,정상
2023-11,EQ0117,465.03,20.5,1.5,4,정상
2023-11,EQ0119,784.69,53.0,4.96,4,정상
2023-11,EQ0120,222.9,45.4,5.24,0,정상
2023-11,EQ0121,698.19,46.9,3.91,3,정상
2023-11,EQ0122,758.49,48.7,3.51,4,주의
2023-11,EQ0123,456.4,52.9,1.27,1,정상
2023-11,EQ0125,782.83,50.9,5.36,4,정상
2023-11,EQ0128,716.87,54.6,4.66,3,주의
2023-11,EQ0129,700.51,34.0,8.48,4,정상
2023-11,EQ0131,492.47,50.6,6.79,1,주의
2023-11,EQ0133,231.92,20.5,2.73,3,정상
2023-11,EQ0135,445.83,42.9,2.82,4,정상
2023-11,EQ0136,701.84,35.1,7.56,1,경고
2023-11,EQ0137,382.96,55.9,9.72,1,정상
2023-11,EQ0139,691.42,46.5,1.91,2,정상
2023-11,EQ0141,722.48,43.5,4.79,4,주의
2023-11,EQ0143,573.11,58.1,9.76,1,정상
2023-11,EQ0144,575.36,35.2,8.2,4,정상
2023-11,EQ0145,476.1,35.0,8.46,2,정상
2023-11,EQ0146,428.22,38.6,4.22,4,주의
2023-11,EQ0147,230.74,54.4,5.77,2,주의
2023-11,EQ0153,231.72,45.0,2.71,2,정상
2023-11,EQ0154,656.57,31.9,5.93,4,경고
2023-11,EQ0164,521.0,46.1,3.53,3,정상
2023-11,EQ0165,241.91,53.3,2.12,3,정상
2023-11,EQ0166,310.85,21.2,2.46,1,경고
2023-11,EQ0167,327.2,53.1,4.18,2,정상
2023-11,EQ0168,300.97,29.9,3.42,4,경고
2023-11,EQ0173,734.28,44.4,9.62,0,정상
2023-11,EQ0175,420.1,43.9,4.58,2,정상
2023-11,EQ0176,288.63,25.1,7.23,2,정상
2023-11,EQ0177,214.14,54.8,4.15,2,정상
2023-11,EQ0178,407.97,39.2,4.13,1,정상
2023-11,EQ0181,455.07,54.0,1.67,1,정상
2023-11,EQ0182,256.3,44.8,8.54,4,정상
2023-11,EQ0184,312.74,40.3,1.27,4,주의
2023-11,EQ0186,323.4,34.0,5.66,2,정상
2023-11,EQ0188,499.13,40.2,5.24,0,정상
2023-11,EQ0190,518.46,40.1,2.62,0,정상
2023-11,EQ0191,335.84,36.3,2.69,2,정상
2023-11,EQ0192,786.77,59.5,5.58,0,정상
2023-11,EQ0196,310.01,42.5,6.89,0,정상
2023-11,EQ0198,474.58,23.3,4.54,4,정상
2023-11,EQ0199,451.58,42.6,7.16,2,정상
2023-11,EQ0200,579.09,46.0,2.86,4,정상
2023-11,EQ0202,509.22,41.4,1.47,4,정상
2023-11,EQ0204,577.73,34.1,4.83,0,정상
2023-11,EQ0206,378.92,25.3,3.7,2,정상
2023-11,EQ0209,333.6,52.2,1.62,4,주의
2023-11,EQ0210,535.69,38.3,3.7,3,주의
2023-11,EQ0211,712.79,52.3,4.95,3,정상
2023-11,EQ0216,320.09,32.3,3.92,0,주의
2023-11,EQ0217,385.92,50.2,1.47,3,주의
2023-11,EQ0219,448.14,41.4,9.64,4,정상
2023-11,EQ0220,792.38,44.6,4.96,4,주의
2023-11,EQ0221,563.42,39.1,3.86,4,정상
2023-11,EQ0230,663.2,22.1,8.19,1,정상
2023-11,EQ0231,492.15,24.3,9.18,0,정상
2023-11,EQ0236,302.0,20.6,2.93,1,정상
