기기ID,교체일자,부품명,부품규격,교체수량,부품비(원),공임(원),교체사유,담당자
EQ0126,2024-03-05,케이싱,39mm,1,84062,98000,노후,김철수
EQ0127,2023-01-12,임펠러,50mm,3,36025,28060,노후,김철수
EQ0127,2023-04-16,권선,72mm,3,185767,50171,마모,박준호
EQ0127,2023-09-01,로드,93mm,4,146199,81453,마모,이영희
EQ0127,2023-10-05,케이싱,37mm,2,62381,37574,노후,정수현
EQ0127,2023-10-24,스프링,25mm,2,144479,59529,성능저하,최민준
EQ0128,2023-08-23,케이싱,79mm,4,147926,45733,손상,최민준
EQ0129,2023-02-13,피스톤,22mm,1,46404,64324,손상,박준호
EQ0129,2024-03-12,임펠러,37mm,3,55636,58866,노후,김철수
EQ0129,2024-07-05,밸브시트,34mm,3,138301,55486,마모,최민준
EQ0130,2023-01-21,베어링,47mm,4,52059,22650,손상,김철수
EQ0130,2023-11-25,씰,65mm,3,81220,71839,손상,정수현
EQ0130,2023-12-07,씰,64mm,4,154425,81850,손상,최민준
EQ0130,2024-01-28,밸브시트,44mm,4,193725,77344,노후,김철수
EQ0131,2023-04-29,스프링,61mm,1,128690,39184,정기교체,박준호
EQ0131,2023-06-03,로드,20mm,1,182839,75891,손상,김철수
EQ0131,2023-11-29,로드,20mm,2,52925,36687,마모,박준호
EQ0131,2024-06-09,케이싱,59mm,2,63206,32505,마모,최민준
EQ0132,2023-06-13,스프링,55mm,1,103716,33488,노후,최민준
EQ0132,2023-07-12,씰,43mm,4,175202,79846,노후,이영희
EQ0132,2024-01-27,필터,51mm,1,60390,59260,노후,최민준
EQ0132,2024-06-03,권선,44mm,3,46396,82356,노후,정수현
EQ0133,2024-03-13,밸브시트,52mm,3,158997,66006,성능저하,박준호
EQ0134,2023-08-02,케이싱,86mm,2,73727,48899,정기교체,박준호
EQ0134,2023-08-18,필터,43mm,4,11732,22942,노후,정수현
EQ0134,2023-09-21,필터,44mm,2,49802,54026,손상,박준호
EQ0134,2024-05-30,필터,72mm,4,68074,57817,노후,최민준
EQ0135,2024-05-25,밸브시트,90mm,4,94694,79043,정기교체,박준호
EQ0136,2023-03-06,씰,94mm,3,98634,35309,손상,이영희
EQ0136,2023-07-31,베어링,49mm,2,172377,27731,손상,박준호
EQ0136,2023-11-08,권선,30mm,2,116160,62077,마모,박준호
EQ0136,2024-03-22,임펠러,39mm,2,105911,33555,성능저하,김철수
EQ0136,2024-04-25,필터,22mm,3,115183,57430,정기교체,김철수
EQ0137,2023-06-02,임펠러,58mm,3,139307,22519,노후,김철수
EQ0137,2024-05-29,피스톤,28mm,3,74229,83891,성능저하,김철수
EQ0138,2023-02-03,피스톤,19mm,1,182544,88821,노후,이영희
EQ0138,2023-08-10,케이싱,83mm,3,101528,28549,손상,김철수
EQ0138,2023-12-26,케이싱,87mm,4,11757,52085,마모,정수현
EQ0139,2023-02-09,밸브시트,26mm,4,144213,31068,손상,김철수
EQ0139,2023-05-27,임펠러,39mm,3,23989,75701,노후,박준호
EQ0139,2023-08-22,케이싱,92mm,3,25868,26679,마모,이영희
EQ0140,2023-01-30,밸브시트,42mm,1,193825,48734,정기교체,김철수
EQ0140,2023-08-22,케이싱,71mm,1,70048,41221,성능저하,최민준
EQ0140,2023-09-10,피스톤,17mm,3,127154,61543,정기교체,김철수
EQ0141,2023-09-11,필터,80mm,3,189056,76490,마모,정수현
EQ0142,2023-01-04,베어링,79mm,2,141102,78996,정기교체,박준호
EQ0142,2023-11-21,베어링,40mm,4,31227,38674,정기교체,정수현
EQ0142,2024-04-04,임펠러,86mm,3,22453,79552,정기교체,정수현
EQ0143,2023-05-26,필터,88mm,3,166544,95048,손상,김철수
EQ0143,2023-12-11,필터,16mm,4,196952,74480,마모,이영희
EQ0143,2024-05-16,피스톤,83mm,3,131445,33733,손상,김철수
EQ0143,2024-06-15,권선,46mm,1,22744,58910,마모,최민준
EQ0143,2024-06-26,베어링,94mm,1,13893,97109,마모,최민준
EQ0144,2023-07-05,스프링,13mm,1,104013,90314,손상,정수현
EQ0144,2023-07-22,스프링,76mm,1,104834,34156,손상,이영희
EQ0144,2023-08-31,밸브시트,80mm,3,125236,87375,마모,최민준
EQ0144,2023-12-21,권선,86mm,1,151151,38362,노후,김철수
EQ0144,2024-01-30,씰,66mm,2,69087,63190,마모,박준호
EQ0145,2023-01-18,권선,66mm,3,110148,47160,성능저하,정수현
EQ0145,2024-02-04,케이싱,96mm,3,64395,52035,성능저하,김철수
EQ0145,2024-02-20,밸브시트,44mm,3,104575,63919,마모,김철수
EQ0145,2024-03-11,씰,15mm,2,164856,49340,손상,이영희
EQ0146,2023-02-06,밸브시트,58mm,1,145242,79449,마모,이영희
EQ0146,2023-03-25,필터,82mm,4,104846,77428,성능저하,박준호
EQ0146,2023-04-08,임펠러,53mm,2,183129,49689,정기교체,박준호
EQ0146,2023-07-03,스프링,94mm,3,31316,56595,손상,박준호
EQ0146,2024-02-12,스프링,63mm,4,19018,49277,마모,이영희
EQ0147,2023-05-19,로드,26mm,2,71949,97828,정기교체,최민준
EQ0147,2023-12-11,스프링,92mm,4,157001,56942,정기교체,정수현
EQ0147,2023-12-31,베어링,30mm,2,157972,81375,정기교체,정수현
EQ0147,2024-07-21,로드,84mm,2,48759,86095,마모,최민준
EQ0148,2023-05-13,케이싱,50mm,1,34966,24915,손상,이영희
EQ0149,2023-12-06,임펠러,89mm,4,163809,49048,손상,김철수
EQ0150,2023-06-24,권선,45mm,2,72903,89138,성능저하,김철수
EQ0150,2023-08-29,씰,73mm,1,95641,65078,마모,김철수
EQ0150,2024-03-02,케이싱,72mm,2,34129,86034,정기교체,박준호
EQ0150,2024-08-16,권선,61mm,4,132393,97253,마모,김철수
EQ0151,2023-02-16,베어링,62mm,2,171668,74004,성능저하,이영희
EQ0151,2023-03-18,로드,87mm,2,180927,84137,노후,정수현
EQ0151,2023-09-20,권선,77mm,2,174780,27787,손상,박준호
EQ0151,2023-12-23,필터,58mm,1,132499,82630,노후,김철수
EQ0152,2023-05-15,베어링,34mm,4,43059,76902,마모,최민준
EQ0152,2023-07-25,씰,59mm,4,193799,31391,노후,김철수
EQ0152,2024-01-27,로드,93mm,2,72275,84532,마모,이영희
EQ0153,2023-12-05,권선,32mm,1,48708,78865,정기교체,이영희
EQ0154,2024-03-26,베어링,81mm,4,89702,94872,정기교체,최민준
EQ0155,2023-01-16,필터,32mm,3,82399,38332,마모,김철수
EQ0155,2023-02-17,권선,30mm,4,54209,39232,손상,이영희
EQ0155,2023-11-02,피스톤,69mm,2,153834,54155,노후,정수현
EQ0155,2023-11-26,스프링,85mm,3,42130,30188,정기교체,박준호
EQ0155,2024-06-22,임펠러,18mm,1,164245,69689,마모,박준호
EQ0156,2023-06-11,필터,45mm,3,146173,45970,마모,이영희
EQ0156,2024-04-24,임펠러,41mm,1,29733,96942,성능저하,최민준
EQ0157,2023-02-26,필터,69mm,2,147684,46763,손상,김철수
EQ0157,2024-01-04,피스톤,66mm,1,10740,97860,손상,최민준
EQ0157,2024-02-12,스프링,34mm,2,133859,37639,노후,이영희
EQ0157,2024-03-12,밸브시트,24mm,3,29208,80640,마모,정수현
EQ0157,2024-05-26,권선,47mm,2,171480,85305,마모,최민준
EQ0158,2023-09-10,씰,43mm,4,92433,28312,노후,김철수
EQ0158,2023-12-24,피스톤,62mm,2,153449,94839,노후,최민준
EQ0158,2024-01-21,임펠러,31mm,3,77007,94554,노후,최민준
EQ0158,2024-03-01,임펠러,42mm,1,138377,33028,노후,최민준
EQ0159,2023-05-08,스프링,77mm,2,173723,26581,정기교체,이영희
EQ0159,2023-07-25,권선,54mm,3,141005,79337,노후,이영희
EQ0159,2023-10-09,로드,57mm,1,111165,69790,정기교체,이영희
EQ0159,2023-10-10,스프링,85mm,2,171692,91843,정기교체,김철수
EQ0159,2024-01-31,권선,63mm,3,23177,89317,손상,김철수
EQ0160,2023-01-28,베어링,68mm,2,107651,66416,정기교체,이영희
EQ0160,2023-10-18,스프링,27mm,4,159149,73796,노후,박준호
EQ0160,2023-12-27,권선,33mm,2,45382,37928,손상,이영희
EQ0160,2024-07-10,권선,39mm,4,106480,48336,정기교체,김철수
EQ0161,2023-04-13,임펠러,78mm,1,194657,92570,노후,최민준
EQ0161,2024-01-07,케이싱,78mm,3,149295,95696,성능저하,박준호
EQ0161,2024-01-20,케이싱,84mm,4,118180,91882,노후,김철수
EQ0161,2024-02-26,베어링,82mm,2,142276,44331,노후,최민준
EQ0161,2024-05-11,임펠러,91mm,1,83492,27385,노후,박준호
EQ0162,2023-08-12,임펠러,51mm,1,112328,42698,정기교체,최민준
EQ0163,2023-02-19,필터,12mm,3,21297,69689,손상,정수현
EQ0163,2023-03-14,피스톤,89mm,4,37771,25535,마모,정수현
EQ0163,2023-09-15,임펠러,87mm,3,133412,62829,마모,이영희
EQ0163,2024-01-06,밸브시트,41mm,1,56791,50086,마모,김철수
EQ0164,2023-10-03,베어링,82mm,1,21498,97874,정기교체,최민준
EQ0165,2023-08-10,스프링,63mm,3,177621,54726,노후,최민준
EQ0166,2023-08-15,밸브시트,77mm,4,172006,49526,정기교체,김철수
EQ0167,2023-01-06,피스톤,71mm,4,168803,54415,정기교체,최민준
EQ0167,2023-05-21,권선,67mm,1,87428,61462,마모,정수현
EQ0167,2023-11-14,로드,49mm,2,53927,42073,손상,정수현
EQ0167,2023-11-16,권선,52mm,3,10785,20227,성능저하,최민준
EQ0168,2023-10-18,필터,46mm,4,48199,48777,노후,최민준
EQ0168,2024-08-05,권선,10mm,1,21556,97104,마모,김철수
EQ0168,2024-08-05,피스톤,13mm,1,48316,76670,손상,이영희
EQ0169,2023-01-23,스프링,96mm,1,50711,63316,정기교체,이영희
EQ0169,2024-05-13,권선,79mm,4,48771,89326,정기교체,이영희
EQ0170,2023-07-06,피스톤,11mm,2,132686,39678,손상,이영희
EQ0170,2023-08-18,스프링,26mm,2,88893,21329,마모,최민준
EQ0170,2023-11-18,스프링,61mm,2,56059,79056,정기교체,이영희
EQ0170,2024-07-31,씰,69mm,2,153784,42303,성능저하,정수현
EQ0171,2023-05-25,임펠러,95mm,3,70638,43577,손상,김철수
EQ0171,2023-09-22,피스톤,64mm,4,49824,46056,성능저하,최민준
EQ0171,2024-02-07,밸브시트,34mm,4,117665,59825,손상,김철수
EQ0172,2023-01-04,피스톤,25mm,4,149866,44358,손상,최민준
EQ0172,2023-06-21,권선,34mm,2,182454,76087,정기교체,김철수
EQ0172,2024-04-04,케이싱,29mm,1,83495,23196,손상,최민준
EQ0173,2024-03-07,임펠러,11mm,2,47671,52823,정기교체,박준호
EQ0174,2023-09-07,베어링,50mm,2,157475,37416,노후,최민준
EQ0174,2023-10-18,임펠러,69mm,3,155598,62874,손상,이영희
EQ0175,2023-09-09,권선,81mm,2,60956,80022,노후,박준호
EQ0175,2023-10-09,밸브시트,90mm,4,167016,63280,정기교체,최민준
EQ0175,2024-08-12,씰,27mm,4,184398,59772,손상,최민준
EQ0176,2023-01-06,스프링,65mm,3,160925,29013,손상,김철수
EQ0176,2023-02-10,스프링,19mm,2,171839,60745,마모,이영희
EQ0176,2024-04-29,필터,67mm,4,33402,47224,노후,정수현
EQ0176,2024-05-23,필터,69mm,1,143789,44538,마모,김철수
EQ0177,2023-03-11,스프링,56mm,2,16121,48304,마모,정수현
EQ0177,2023-06-05,필터,53mm,3,154785,60431,마모,정수현
EQ0177,2024-05-26,씰,62mm,2,125149,43227,마모,김철수
EQ0178,2023-07-25,로드,61mm,4,13696,72445,손상,박준호
EQ0178,2023-07-29,필터,95mm,2,38007,58550,마모,정수현
EQ0178,2024-01-29,베어링,91mm,3,43743,60073,성능저하,김철수
EQ0178,2024-02-01,필터,53mm,3,60012,71007,손상,이영희
EQ0179,2023-02-03,밸브시트,29mm,2,165829,64865,성능저하,이영희
EQ0179,2023-07-06,밸브시트,90mm,4,25485,53540,손상,김철수
EQ0179,2024-06-27,베어링,83mm,2,36326,73811,성능저하,이영희
EQ0180,2023-06-20,베어링,50mm,2,153587,57772,정기교체,정수현
EQ0180,2023-07-30,씰,92mm,1,196678,64812,손상,이영희
EQ0180,2024-05-13,임펠러,88mm,3,27702,36359,마모,박준호
EQ0180,2024-05-24,필터,77mm,4,169120,78613,정기교체,박준호
EQ0181,2023-02-14,임펠러,43mm,4,103759,49830,마모,이영희
EQ0181,2023-04-30,밸브시트,55mm,3,106714,73214,정기교체,김철수
EQ0181,2023-05-01,베어링,30mm,1,147491,29160,마모,정수현
EQ0181,2023-10-23,스프링,81mm,3,81872,26524,손상,박준호
EQ0182,2023-09-01,베어링,12mm,4,161845,99344,손상,박준호
EQ0182,2024-03-24,임펠러,15mm,2,170676,21803,성능저하,김철수
EQ0182,2024-07-11,권선,71mm,1,132001,38484,손상,박준호
EQ0183,2023-02-07,필터,46mm,4,192426,26026,노후,이영희
EQ0183,2023-11-21,로드,67mm,3,26486,34774,노후,박준호
EQ0183,2024-05-28,케이싱,34mm,3,37117,64699,정기교체,정수현
EQ0184,2023-11-29,임펠러,26mm,2,11789,50353,정기교체,이영희
EQ0184,2024-01-10,밸브시트,13mm,3,131192,75755,마모,최민준
EQ0185,2023-03-26,권선,75mm,3,45110,93627,손상,김철수
EQ0185,2023-06-27,로드,81mm,4,77825,96890,성능저하,박준호
EQ0185,2024-01-20,피스톤,17mm,1,121895,47762,마모,최민준
EQ0186,2023-01-22,스프링,77mm,4,68086,52270,정기교체,이영희
EQ0186,2024-02-27,임펠러,44mm,1,66879,89215,성능저하,김철수
EQ0187,2023-10-10,베어링,79mm,1,46166,23006,정기교체,정수현
EQ0187,2023-10-12,밸브시트,62mm,2,42323,55864,정기교체,정수현
EQ0187,2023-12-03,로드,81mm,3,64150,78647,노후,최민준
EQ0188,2023-03-11,필터,22mm,1,25860,88578,정기교체,박준호
EQ0188,2024-02-25,스프링,90mm,2,197830,66841,노후,최민준
EQ0188,2024-07-01,밸브시트,51mm,3,27227,54393,노후,최민준
EQ0189,2023-04-10,씰,66mm,2,85404,60373,정기교체,최민준
EQ0189,2023-09-09,로드,17mm,2,60653,44704,손상,최민준
EQ0189,2023-12-13,스프링,64mm,3,163371,47331,노후,이영희
EQ0190,2023-02-16,케이싱,76mm,1,136878,37527,정기교체,정수현
EQ0190,2023-05-21,케이싱,69mm,4,98434,80773,노후,김철수
EQ0190,2024-02-17,피스톤,46mm,3,71859,96500,성능저하,박준호
EQ0190,2024-03-24,씰,42mm,4,78444,86947,손상,김철수
EQ0191,2023-10-22,밸브시트,90mm,2,68642,65976,마모,김철수
EQ0191,2024-01-09,스프링,83mm,1,181323,82397,마모,김철수
EQ0191,2024-05-28,피스톤,90mm,4,38671,41203,성능저하,최민준
EQ0192,2023-06-07,스프링,20mm,2,58847,93042,성능저하,최민준
EQ0192,2024-03-08,임펠러,35mm,3,103893,60544,마모,최민준
EQ0192,2024-03-13,스프링,89mm,2,154643,20009,성능저하,최민준
EQ0192,2024-06-23,스프링,56mm,4,139848,39449,노후,최민준
EQ0192,2024-07-10,로드,18mm,1,44630,70385,손상,이영희
EQ0193,2023-04-20,케이싱,50mm,4,41558,60030,정기교체,김철수
EQ0193,2024-01-03,케이싱,70mm,4,20487,95925,손상,정수현
EQ0193,2024-04-13,밸브시트,68mm,2,87807,88371,성능저하,정수현
EQ0193,2024-04-16,로드,99mm,3,167752,32434,손상,김철수
EQ0193,2024-07-05,밸브시트,31mm,3,37217,60132,노후,최민준
EQ0194,2023-01-06,임펠러,95mm,4,190026,94107,성능저하,정수현
EQ0195,2024-08-17,베어링,59mm,4,33409,85162,손상,정수현
EQ0196,2023-02-19,필터,35mm,3,13450,28418,정기교체,김철수
EQ0196,2023-06-21,필터,72mm,3,41849,91868,마모,김철수
EQ0197,2023-03-25,로드,70mm,1,23332,95439,마모,최민준
EQ0197,2023-03-26,케이싱,52mm,4,38783,80019,정기교체,최민준
EQ0197,2023-06-25,로드,75mm,3,82404,95391,마모,최민준
EQ0197,2023-12-12,임펠러,93mm,4,150182,49448,손상,정수현
EQ0197,2024-01-08,씰,17mm,4,142853,98948,마모,정수현
EQ0198,2023-03-21,스프링,40mm,2,61529,66378,손상,최민준
EQ0199,2023-03-10,필터,20mm,3,188198,98160,마모,정수현
EQ0199,2023-07-28,피스톤,48mm,1,120289,20785,손상,최민준
EQ0199,2023-10-01,케이싱,50mm,2,163888,90070,손상,이영희
EQ0200,2023-06-22,씰,31mm,3,153904,93741,손상,정수현
EQ0200,2023-09-27,임펠러,35mm,2,69024,41153,손상,이영희
EQ0200,2024-02-22,권선,92mm,4,162798,24677,성능저하,김철수
EQ0200,2024-07-01,케이싱,62mm,2,134463,49134,마모,이영희
EQ0201,2023-09-03,필터,85mm,4,55463,20894,노후,김철수
EQ0201,2023-11-20,임펠러,41mm,4,58788,29413,손상,이영희
EQ0202,2023-04-05,씰,58mm,1,92927,20667,마모,최민준
EQ0202,2023-11-16,스프링,26mm,2,111333,61000,손상,정수현
EQ0202,2023-12-29,씰,37mm,4,53520,49899,마모,최민준
EQ0202,2024-01-07,씰,85mm,3,115302,34464,성능저하,박준호
EQ0203,2023-01-23,케이싱,19mm,4,100990,33115,손상,정수현
EQ0203,2023-03-05,피스톤,77mm,1,120533,25109,노후,정수현
EQ0203,2023-05-05,스프링,51mm,2,36293,50607,손상,정수현
EQ0203,2023-08-18,로드,96mm,3,104526,54449,정기교체,최민준
EQ0203,2024-06-08,권선,18mm,2,33255,99747,노후,이영희
EQ0204,2023-02-07,밸브시트,45mm,1,11912,56989,마모,이영희
EQ0204,2023-05-13,권선,90mm,4,21388,94178,손상,최민준
EQ0204,2024-02-15,피스톤,26mm,2,60683,30198,손상,정수현
EQ0204,2024-05-03,필터,23mm,4,53311,39088,성능저하,최민준
EQ0204,2024-08-15,베어링,39mm,1,116442,53462,손상,최민준
EQ0205,2023-04-02,필터,53mm,2,176942,57982,정기교체,정수현
EQ0205,2023-05-31,피스톤,11mm,4,151439,47483,노후,정수현
EQ0206,2023-09-17,임펠러,14mm,3,92567,65793,노후,박준호
EQ0206,2023-11-18,스프링,14mm,4,100537,67038,손상,최민준
EQ0206,2024-02-26,밸브시트,53mm,4,154379,59136,성능저하,김철수
EQ0206,2024-03-11,권선,16mm,1,194291,29695,정기교체,이영희
EQ0206,2024-06-13,임펠러,86mm,1,135545,72892,손상,박준호
EQ0207,2023-02-26,씰,44mm,2,73753,95479,노후,최민준
EQ0207,2023-03-20,피스톤,31mm,4,77913,71255,마모,정수현
EQ0207,2023-08-07,씰,79mm,3,186446,78672,정기교체,김철수
EQ0207,2023-09-18,권선,60mm,3,79307,61340,정기교체,박준호
EQ0208,2023-04-09,필터,50mm,3,18549,77240,마모,이영희
EQ0208,2024-07-04,피스톤,22mm,2,53374,86790,성능저하,김철수
EQ0208,2024-08-10,임펠러,57mm,4,57592,33118,손상,최민준
EQ0209,2023-06-30,스프링,70mm,3,79474,32609,성능저하,최민준
EQ0209,2023-12-06,베어링,74mm,1,167280,55658,성능저하,최민준
EQ0209,2023-12-30,피스톤,10mm,1,96597,78679,손상,박준호
EQ0209,2024-01-01,스프링,11mm,3,144177,21838,손상,이영희
EQ0210,2023-12-15,피스톤,25mm,4,118029,30144,손상,박준호
EQ0210,2024-03-22,피스톤,71mm,3,26041,30267,성능저하,최민준
EQ0210,2024-05-21,피스톤,15mm,4,140803,60856,노후,최민준
EQ0210,2024-07-20,필터,71mm,1,37493,29357,손상,정수현
EQ0211,2023-03-31,밸브시트,48mm,1,165061,39003,손상,김철수
EQ0211,2023-06-17,씰,94mm,2,51030,86091,성능저하,박준호
EQ0211,2024-07-22,권선,66mm,1,94650,58187,마모,박준호
EQ0212,2023-02-22,임펠러,47mm,3,189058,20464,노후,정수현
EQ0212,2023-04-04,로드,42mm,2,24837,78744,손상,이영희
EQ0212,2023-05-22,스프링,20mm,3,116775,45759,노후,최민준
EQ0212,2024-03-08,권선,24mm,2,66605,26463,노후,최민준
EQ0212,2024-06-11,스프링,25mm,4,120475,96069,성능저하,박준호
EQ0213,2023-01-26,임펠러,70mm,1,86537,81434,노후,이영희
EQ0213,2023-04-01,필터,22mm,2,71236,91419,마모,이영희
EQ0213,2023-04-20,임펠러,50mm,1,62480,86162,마모,이영희
EQ0213,2024-02-01,씰,75mm,3,101837,98424,성능저하,김철수
EQ0213,2024-02-02,밸브시트,50mm,4,42811,51543,마모,이영희
EQ0214,2023-08-12,스프링,72mm,1,128665,93595,노후,박준호
EQ0215,2024-05-02,베어링,66mm,4,103431,47180,성능저하,이영희
EQ0215,2024-05-10,피스톤,67mm,4,23349,86304,성능저하,정수현
EQ0215,2024-05-10,밸브시트,65mm,1,195274,82564,손상,이영희
EQ0215,2024-07-05,권선,30mm,2,164720,64135,마모,정수현
EQ0215,2024-07-12,임펠러,35mm,1,104317,84903,정기교체,최민준
EQ0216,2023-01-02,권선,96mm,2,117447,79571,노후,김철수
EQ0216,2023-01-10,필터,37mm,2,157915,76377,성능저하,김철수
EQ0216,2023-03-22,권선,92mm,2,70275,28940,정기교체,김철수
EQ0216,2023-03-25,밸브시트,43mm,4,35524,85837,노후,정수현
EQ0216,2023-08-05,로드,38mm,3,111005,62435,정기교체,김철수
EQ0217,2023-08-02,권선,73mm,4,69328,79602,마모,이영희
EQ0217,2023-09-09,피스톤,87mm,4,62604,25925,마모,정수현
EQ0217,2023-09-20,씰,45mm,2,180404,79453,정기교체,김철수
EQ0218,2023-03-01,씰,61mm,1,55883,21100,노후,이영희
EQ0218,2023-03-02,임펠러,88mm,1,134586,66567,성능저하,박준호
EQ0218,2023-06-02,씰,73mm,1,105979,24174,마모,박준호
EQ0219,2023-02-08,권선,90mm,3,161227,60089,노후,박준호
EQ0219,2023-07-22,피스톤,48mm,1,52129,69891,성능저하,최민준
EQ0219,2023-07-31,케이싱,56mm,3,138171,90277,성능저하,정수현
EQ0219,2023-12-16,스프링,47mm,3,195550,87325,성능저하,이영희
EQ0219,2024-08-07,임펠러,10mm,2,140747,56958,성능저하,정수현
EQ0220,2023-07-04,케이싱,16mm,2,168095,41169,노후,정수현
EQ0220,2023-08-06,임펠러,68mm,3,139798,74682,손상,김철수
EQ0220,2023-10-08,케이싱,97mm,3,20914,59606,손상,최민준
EQ0220,2023-10-15,밸브시트,11mm,3,170048,80698,손상,정수현
EQ0220,2024-07-02,권선,86mm,1,153387,28877,마모,이영희
EQ0221,2023-04-23,권선,37mm,1,112841,64610,손상,정수현
EQ0221,2023-09-25,피스톤,13mm,2,166389,23881,마모,김철수
EQ0221,2024-05-31,베어링,18mm,4,86285,50214,정기교체,최민준
EQ0221,2024-08-01,로드,78mm,1,193056,29212,손상,박준호
EQ0222,2023-03-24,로드,15mm,4,56814,92884,손상,최민준
EQ0222,2023-09-17,스프링,14mm,2,71155,93658,정기교체,이영희
EQ0222,2024-06-13,밸브시트,58mm,4,67937,96567,성능저하,최민준
EQ0223,2023-04-09,권선,92mm,3,186754,31225,성능저하,최민준
EQ0223,2024-07-27,권선,31mm,1,49454,85539,정기교체,정수현
EQ0224,2023-02-15,케이싱,51mm,4,197807,94389,정기교체,정수현
EQ0224,2023-11-18,케이싱,58mm,4,108273,29422,마모,이영희
EQ0224,2023-11-28,로드,50mm,3,157989,37907,손상,박준호
EQ0224,2023-12-22,밸브시트,88mm,4,100373,87905,성능저하,이영희
EQ0224,2024-01-21,권선,62mm,1,95656,69224,정기교체,최민준
EQ0225,2023-03-06,베어링,97mm,3,17308,53267,손상,김철수
EQ0225,2023-11-04,베어링,60mm,3,149062,81909,노후,박준호
EQ0226,2023-11-20,임펠러,30mm,4,47265,23852,정기교체,김철수
EQ0227,2023-04-03,케이싱,19mm,4,53422,89125,마모,박준호
EQ0227,2023-04-09,임펠러,72mm,3,66725,67018,성능저하,이영희
EQ0227,2023-10-15,케이싱,63mm,4,99249,65982,노후,최민준
EQ0227,2024-03-14,임펠러,18mm,3,152208,23497,정기교체,김철수
EQ0227,2024-06-07,케이싱,73mm,3,70273,65817,성능저하,이영희
EQ0228,2023-02-06,필터,45mm,1,155497,54139,정기교체,김철수
EQ0228,2023-05-05,필터,78mm,2,181564,63027,마모,박준호
EQ0228,2024-04-20,필터,61mm,4,180514,46726,정기교체,이영희
EQ0228,2024-06-15,권선,58mm,3,172038,45923,손상,박준호
EQ0229,2023-04-12,필터,88mm,1,24414,84624,정기교체,정수현
EQ0229,2023-07-16,필터,97mm,1,169262,81357,손상,김철수
EQ0229,2023-09-10,베어링,90mm,1,94151,75585,노후,박준호
EQ0229,2024-01-28,권선,96mm,3,136610,59916,성능저하,정수현
EQ0230,2023-03-09,피스톤,47mm,2,29012,99530,정기교체,정수현
EQ0230,2023-09-14,케이싱,63mm,1,69789,30461,마모,정수현
EQ0230,2023-10-15,필터,11mm,1,157434,59865,마모,이영희
EQ0231,2023-05-16,씰,17mm,3,12632,44287,정기교체,이영희
EQ0231,2023-07-04,임펠러,90mm,2,73486,84840,노후,최민준
EQ0231,2023-09-02,씰,53mm,3,159596,58270,노후,김철수
EQ0231,2024-08-05,씰,41mm,1,163100,38803,성능저하,김철수
EQ0232,2024-03-16,베어링,93mm,1,31735,25100,정기교체,정수현
EQ0233,2023-03-11,스프링,57mm,2,167731,23905,노후,박준호
EQ0233,2023-09-06,로드,98mm,3,181270,46532,손상,김철수
EQ0233,2023-09-08,필터,42mm,1,57881,33118,노후,김철수
EQ0233,2023-12-23,베어링,11mm,2,169361,61594,정기교체,이영희
EQ0234,2023-07-29,권선,59mm,2,190779,28067,성능저하,최민준
EQ0234,2023-08-16,필터,21mm,2,98738,99877,마모,최민준
EQ0234,2023-09-11,베어링,68mm,1,193926,79065,노후,최민준
EQ0234,2023-10-20,씰,70mm,2,66615,91358,노후,박준호
EQ0235,2023-08-17,피스톤,23mm,1,73135,84699,성능저하,최민준
EQ0235,2024-04-20,스프링,26mm,3,176302,57261,마모,김철수
EQ0235,2024-05-15,씰,13mm,4,187117,99325,노후,이영희
EQ0235,2024-06-14,씰,77mm,2,126833,92494,노후,박준호
EQ0235,2024-07-13,로드,59mm,3,163403,44805,성능저하,최민준
EQ0236,2024-07-29,케이싱,87mm,2,90709,42406,손상,최민준
EQ0237,2023-02-24,필터,98mm,3,152338,67544,정기교체,정수현
EQ0237,2023-06-07,피스톤,30mm,1,168381,52391,손상,최민준
EQ0237,2024-01-07,피스톤,15mm,3,140393,59034,성능저하,김철수
EQ0237,2024-04-17,피스톤,33mm,3,111747,68416,성능저하,박준호
EQ0238,2023-02-14,로드,40mm,4,94855,92812,성능저하,박준호
EQ0238,2023-03-01,밸브시트,19mm,1,140268,27001,정기교체,박준호
EQ0238,2023-09-08,씰,45mm,1,67797,71843,노후,이영희
EQ0238,2024-02-28,권선,60mm,3,70310,79679,노후,이영희
EQ0239,2023-02-26,권선,81mm,1,190547,81027,손상,박준호
EQ0239,2023-02-28,임펠러,12mm,1,143414,64360,성능저하,이영희
EQ0239,2023-09-01,로드,87mm,4,129913,54730,노후,정수현
EQ0240,2023-04-25,스프링,22mm,3,13340,51829,노후,이영희
EQ0240,2023-07-09,베어링,87mm,3,183636,35660,성능저하,이영희
EQ0240,2024-02-02,밸브시트,72mm,1,34238,84311,마모,최민준
EQ0240,2024-03-07,임펠러,63mm,2,143611,38589,정기교체,최민준
EQ0240,2024-06-03,씰,60mm,2,102955,49603,성능저하,이영희
EQ0241,2023-01-04,임펠러,12mm,3,75860,82703,정기교체,최민준
EQ0241,2023-04-28,밸브시트,16mm,3,113213,93933,노후,이영희
EQ0241,2024-06-18,피스톤,60mm,1,29498,97003,마모,이영희
EQ0242,2023-01-11,밸브시트,12mm,4,144111,25861,노후,김철수
EQ0242,2023-10-21,케이싱,74mm,3,132494,56258,성능저하,최민준
EQ0242,2024-05-25,베어링,88mm,3,95736,95691,마모,최민준
