기기ID,점검일자,점검항목,측정값,측정단위,점검결과,담당자,비고
EQ0070,2023-11-21,절연저항,38.81,dB,경고,김철수,부품교체필요
EQ0070,2024-03-12,압력검사,31.38,L/min,주의,김철수,
EQ0070,2024-03-21,절연저항,14.99,dB,정상,정수현,
EQ0070,2024-05-12,전류측정,19.1,bar,불량,이영희,청소완료
EQ0070,2024-05-30,소음진동,14.01,A,정상,이영희,조정완료
EQ0070,2024-06-14,온도측정,91.75,bar,정상,김철수,청소완료
EQ0071,2023-02-06,소음진동,54.42,A,불량,최민준,부품교체필요
EQ0071,2023-03-10,유량측정,15.55,°C,정상,박준호,조정완료
EQ0071,2023-03-19,유량측정,71.2,°C,주의,박준호,윤활유 추가
EQ0071,2023-03-27,온도측정,28.19,L/min,정상,박준호,
EQ0071,2023-04-28,소음진동,66.26,A,정상,최민준,청소완료
EQ0071,2023-11-11,전류측정,35.36,°C,정상,최민준,부품교체필요
EQ0071,2024-01-23,절연저항,93.99,A,주의,박준호,청소완료
EQ0071,2024-04-07,압력검사,58.57,dB,정상,최민준,청소완료
EQ0071,2024-05-10,압력검사,62.49,A,정상,최민준,부품교체필요
EQ0071,2024-05-10,전류측정,55.88,A,정상,박준호,조정완료
EQ0071,2024-05-18,소음진동,19.76,bar,정상,이영희,부품교체필요
EQ0071,2024-07-13,절연저항,54.41,L/min,정상,이영희,조정완료
EQ0072,2023-01-12,압력검사,39.85,bar,정상,최민준,청소완료
EQ0072,2023-06-07,외관검사,11.41,MΩ,정상,박준호,부품교체필요
EQ0072,2023-07-25,소음진동,81.01,dB,경고,정수현,청소완료
EQ0072,2023-08-17,절연저항,80.45,A,정상,김철수,부품교체필요
EQ0072,2023-08-31,외관검사,14.91,A,정상,박준호,청소완료
EQ0072,2023-10-20,소음진동,42.54,L/min,주의,최민준,조정완료
EQ0072,2024-04-14,소음진동,18.14,bar,경고,박준호,부품교체필요
EQ0072,2024-04-19,유량측정,79.56,°C,정상,이영희,
EQ0072,2024-07-09,유량측정,28.84,L/min,정상,정수현,부품교체필요
EQ0073,2023-05-27,전류측정,92.58,A,주의,김철수,부품교체필요
EQ0073,2024-01-02,소음진동,97.49,A,정상,박준호,윤활유 추가
EQ0073,2024-02-07,전류측정,25.66,A,정상,최민준,윤활유 추가
EQ0073,2024-04-15,전류측정,69.92,MΩ,정상,박준호,부품교체필요
EQ0073,2024-04-30,유량측정,16.34,L/min,정상,최민준,조정완료
EQ0073,2024-06-04,온도측정,64.6,bar,주의,최민준,청소완료
EQ0074,2023-01-22,온도측정,27.15,dB,주의,이영희,청소완료
EQ0074,2023-08-09,온도측정,41.5,°C,정상,정수현,
EQ0074,2023-08-24,전류측정,79.76,MΩ,정상,최민준,조정완료
EQ0074,2023-10-08,온도측정,41.52,MΩ,주의,박준호,윤활유 추가
EQ0074,2024-04-24,온도측정,15.62,L/min,정상,정수현,
EQ0074,2024-07-14,절연저항,44.41,MΩ,정상,최민준,부품교체필요
EQ0074,2024-07-22,소음진동,50.7,A,불량,정수현,청소완료
EQ0075,2023-04-25,외관검사,42.4,L/min,정상,이영희,
EQ0075,2023-06-10,전류측정,53.55,MΩ,정상,김철수,
EQ0075,2023-08-05,온도측정,44.77,L/min,정상,이영희,
EQ0075,2024-01-04,외관검사,46.78,L/min,경고,김철수,
EQ0075,2024-03-19,외관검사,75.12,bar,정상,정수현,부품교체필요
EQ0076,2023-04-28,유량측정,91.03,L/min,정상,정수현,청소완료
EQ0076,2023-04-29,소음진동,48.41,°C,주의,김철수,
EQ0076,2023-07-23,절연저항,54.84,L/min,경고,김철수,윤활유 추가
EQ0076,2023-08-11,전류측정,15.41,dB,정상,김철수,윤활유 추가
EQ0076,2023-09-11,압력검사,62.48,°C,정상,정수현,조정완료
EQ0076,2023-10-26,외관검사,68.1,MΩ,정상,정수현,조정완료
EQ0076,2023-11-29,전류측정,76.72,bar,불량,박준호,조정완료
EQ0076,2023-12-11,유량측정,31.62,bar,정상,이영희,청소완료
EQ0076,2024-02-19,절연저항,84.21,L/min,주의,정수현,윤활유 추가
EQ0076,2024-03-15,외관검사,34.14,A,정상,박준호,부품교체필요
EQ0076,2024-03-19,유량측정,27.06,°C,정상,최민준,
EQ0076,2024-07-27,소음진동,58.65,°C,경고,정수현,청소완료
EQ0077,2023-04-06,절연저항,63.17,MΩ,주의,이영희,
EQ0077,2023-06-11,온도측정,66.01,°C,정상,최민준,부품교체필요
EQ0077,2023-07-31,소음진동,98.37,L/min,경고,박준호,부품교체필요
EQ0077,2023-08-09,절연저항,34.2,A,정상,정수현,부품교체필요
EQ0077,2023-08-14,절연저항,62.81,°C,정상,이영희,
EQ0077,2023-08-16,전류측정,69.22,dB,정상,박준호,
EQ0077,2023-08-30,전류측정,18.52,MΩ,정상,김철수,조정완료
EQ0077,2023-10-17,유량측정,56.54,MΩ,주의,박준호,윤활유 추가
EQ0077,2024-02-06,전류측정,55.46,dB,경고,최민준,윤활유 추가
EQ0077,2024-05-15,유량측정,65.61,L/min,정상,김철수,부품교체필요
EQ0077,2024-05-26,소음진동,86.68,A,정상,박준호,
EQ0078,2023-02-04,전류측정,35.81,L/min,경고,박준호,부품교체필요
EQ0078,2023-04-04,전류측정,17.21,dB,주의,김철수,청소완료
EQ0078,2023-06-30,온도측정,46.52,MΩ,정상,이영희,청소완료
EQ0078,2023-08-17,전류측정,28.6,°C,주의,박준호,조정완료
EQ0078,2023-10-20,유량측정,43.47,°C,정상,이영희,
EQ0078,2023-10-22,외관검사,34.93,bar,정상,김철수,
EQ0079,2023-01-16,전류측정,16.0,°C,주의,최민준,윤활유 추가
EQ0079,2023-03-18,압력검사,59.92,MΩ,정상,정수현,부품교체필요
EQ0079,2023-06-02,외관검사,60.32,A,정상,이영희,청소완료
EQ0079,2023-11-20,소음진동,97.35,°C,불량,최민준,
EQ0079,2023-12-25,전류측정,58.34,dB,정상,박준호,조정완료
EQ0079,2024-08-05,외관검사,32.53,MΩ,정상,박준호,부품교체필요
EQ0080,2023-04-16,외관검사,83.65,L/min,정상,박준호,청소완료
EQ0080,2023-04-28,압력검사,40.7,dB,정상,최민준,
EQ0080,2023-05-05,전류측정,55.15,A,정상,정수현,윤활유 추가
EQ0080,2023-06-05,유량측정,92.87,°C,정상,정수현,
EQ0080,2023-06-19,소음진동,72.96,A,주의,김철수,조정완료
EQ0080,2023-09-06,압력검사,15.14,°C,정상,김철수,
EQ0080,2023-09-27,유량측정,67.31,MΩ,주의,최민준,조정완료
EQ0080,2024-01-12,절연저항,37.15,A,경고,박준호,청소완료
EQ0080,2024-03-23,온도측정,56.81,dB,정상,박준호,청소완료
EQ0080,2024-03-29,유량측정,94.29,A,정상,박준호,부품교체필요
EQ0080,2024-04-19,외관검사,14.76,bar,정상,이영희,조정완료
EQ0080,2024-04-25,외관검사,56.96,L/min,정상,박준호,부품교체필요
EQ0080,2024-06-03,온도측정,89.35,°C,경고,최민준,부품교체필요
EQ0080,2024-07-11,외관검사,52.36,°C,정상,정수현,윤활유 추가
EQ0080,2024-08-20,압력검사,26.54,MΩ,정상,최민준,청소완료
EQ0081,2023-05-13,온도측정,60.37,°C,주의,정수현,청소완료
EQ0081,2023-05-18,절연저항,71.71,dB,정상,이영희,부품교체필요
EQ0081,2024-01-07,외관검사,26.05,L/min,정상,이영희,부품교체필요
EQ0081,2024-01-21,절연저항,30.41,A,정상,박준호,윤활유 추가
EQ0081,2024-02-29,소음진동,16.24,°C,경고,정수현,
EQ0081,2024-07-26,전류측정,37.52,L/min,정상,최민준,부품교체필요
EQ0082,2023-10-13,절연저항,41.11,MΩ,경고,박준호,청소완료
EQ0082,2023-11-07,압력검사,64.67,bar,정상,이영희,부품교체필요
EQ0082,2023-12-02,절연저항,68.99,°C,주의,박준호,윤활유 추가
EQ0082,2024-01-22,유량측정,81.91,dB,정상,이영희,부품교체필요
EQ0082,2024-06-24,압력검사,57.66,MΩ,정상,최민준,조정완료
EQ0083,2023-03-23,온도측정,94.01,L/min,정상,정수현,
EQ0083,2023-04-01,외관검사,46.58,MΩ,주의,김철수,청소완료
EQ0083,2023-07-10,외관검사,35.82,°C,정상,최민준,조정완료
EQ0083,2023-07-20,유량측정,67.54,bar,주의,이영희,조정완료
EQ0083,2023-08-02,절연저항,11.56,bar,불량,최민준,청소완료
EQ0083,2023-10-14,소음진동,81.36,bar,정상,최민준,청소완료
EQ0083,2023-10-26,전류측정,47.36,A,주의,정수현,
EQ0083,2023-11-16,외관검사,62.86,L/min,정상,김철수,부품교체필요
EQ0083,2024-01-06,외관검사,42.0,dB,정상,김철수,청소완료
EQ0083,2024-01-06,압력검사,90.0,MΩ,정상,김철수,부품교체필요
EQ0083,2024-01-28,유량측정,77.28,A,정상,김철수,부품교체필요
EQ0083,2024-02-06,압력검사,31.43,dB,정상,이영희,윤활유 추가
EQ0083,2024-06-03,소음진동,35.85,bar,경고,최민준,윤활유 추가
EQ0083,2024-07-18,온도측정,69.53,bar,정상,김철수,부품교체필요
EQ0084,2023-01-01,압력검사,36.09,dB,정상,정수현,청소완료
EQ0084,2023-03-06,압력검사,38.52,°C,정상,정수현,윤활유 추가
EQ0084,2023-05-03,전류측정,83.63,°C,정상,정수현,조정완료
EQ0084,2023-10-04,외관검사,63.9,L/min,주의,이영희,
EQ0084,2023-10-05,절연저항,31.07,MΩ,정상,이영희,청소완료
EQ0084,2023-11-11,소음진동,79.66,MΩ,정상,박준호,청소완료
EQ0084,2024-01-04,소음진동,15.14,A,정상,박준호,조정완료
EQ0084,2024-01-22,외관검사,82.85,L/min,정상,박준호,부품교체필요
EQ0084,2024-03-01,압력검사,50.81,dB,정상,이영희,
EQ0084,2024-06-03,소음진동,91.37,dB,정상,박준호,윤활유 추가
EQ0084,2024-06-29,유량측정,87.57,°C,정상,정수현,부품교체필요
EQ0084,2024-07-13,외관검사,55.78,°C,정상,이영희,
EQ0085,2023-01-23,전류측정,45.36,dB,정상,김철수,청소완료
EQ0085,2023-04-15,외관검사,28.53,L/min,정상,이영희,윤활유 추가
EQ0085,2023-05-08,전류측정,16.47,MΩ,경고,이영희,부품교체필요
EQ0085,2023-06-03,절연저항,91.85,A,주의,최민준,조정완료
EQ0085,2023-10-24,소음진동,26.26,MΩ,주의,최민준,조정완료
EQ0085,2023-10-26,유량측정,62.7,dB,정상,이영희,부품교체필요
EQ0085,2024-03-20,절연저항,16.46,dB,정상,김철수,윤활유 추가
EQ0085,2024-05-23,온도측정,11.75,bar,정상,김철수,윤활유 추가
EQ0085,2024-08-11,온도측정,48.48,bar,정상,이영희,윤활유 추가
EQ0086,2023-02-16,절연저항,94.1,A,정상,최민준,청소완료
EQ0086,2023-05-19,유량측정,29.38,MΩ,정상,최민준,윤활유 추가
EQ0086,2023-05-22,압력검사,10.42,°C,주의,정수현,윤활유 추가
EQ0086,2023-07-05,소음진동,47.96,bar,정상,최민준,윤활유 추가
EQ0086,2023-07-24,압력검사,46.27,L/min,정상,이영희,부품교체필요
EQ0086,2023-08-24,전류측정,42.06,L/min,주의,박준호,
EQ0086,2023-10-12,소음진동,85.14,MΩ,정상,이영희,부품교체필요
EQ0086,2024-01-31,압력검사,85.78,A,정상,정수현,
EQ0086,2024-06-23,압력검사,44.45,MΩ,정상,이영희,
EQ0086,2024-07-04,유량측정,24.3,A,정상,정수현,부품교체필요
EQ0087,2023-03-07,절연저항,58.29,°C,주의,이영희,
EQ0087,2023-06-26,전류측정,43.76,°C,정상,김철수,윤활유 추가
EQ0087,2023-08-12,온도측정,50.21,A,정상,최민준,윤활유 추가
EQ0087,2023-11-28,전류측정,88.36,L/min,정상,김철수,조정완료
EQ0087,2024-04-07,전류측정,20.11,dB,정상,김철수,청소완료
EQ0087,2024-08-09,압력검사,77.38,°C,정상,김철수,윤활유 추가
EQ0088,2023-01-23,전류측정,11.9,°C,경고,박준호,윤활유 추가
EQ0088,2023-02-21,외관검사,59.56,°C,정상,박준호,
EQ0088,2023-05-11,절연저항,24.37,L/min,정상,김철수,부품교체필요
EQ0088,2023-05-13,전류측정,13.63,MΩ,정상,최민준,조정완료
EQ0088,2023-05-13,전류측정,72.1,bar,정상,정수현,청소완료
EQ0088,2023-06-07,유량측정,32.39,°C,주의,이영희,부품교체필요
EQ0088,2023-10-27,절연저항,65.52,L/min,정상,김철수,부품교체필요
EQ0088,2023-11-16,외관검사,23.55,MΩ,정상,박준호,청소완료
EQ0088,2023-12-22,유량측정,67.25,bar,정상,최민준,부품교체필요
EQ0088,2024-05-06,압력검사,87.67,°C,주의,김철수,윤활유 추가
EQ0088,2024-08-01,소음진동,41.11,°C,정상,박준호,윤활유 추가
EQ0089,2023-01-14,외관검사,22.19,A,경고,정수현,
EQ0089,2023-01-14,절연저항,90.97,dB,정상,이영희,청소완료
EQ0089,2023-03-15,온도측정,56.96,L/min,정상,정수현,부품교체필요
EQ0089,2024-04-08,절연저항,67.04,A,정상,이영희,윤활유 추가
EQ0089,2024-04-27,온도측정,53.54,MΩ,정상,김철수,부품교체필요
EQ0090,2023-07-13,유량측정,12.97,bar,정상,박준호,부품교체필요
EQ0090,2023-10-24,온도측정,18.18,L/min,주의,김철수,
EQ0090,2023-11-20,전류측정,67.37,°C,정상,최민준,조정완료
EQ0090,2023-12-17,유량측정,37.86,bar,주의,이영희,
EQ0090,2024-08-04,유량측정,28.13,L/min,불량,최민준,부품교체필요
EQ0091,2023-04-17,절연저항,51.56,L/min,정상,최민준,부품교체필요
EQ0091,2023-05-29,온도측정,42.08,dB,불량,이영희,청소완료
EQ0091,2023-09-23,소음진동,89.33,L/min,주의,박준호,부품교체필요
EQ0091,2023-10-26,전류측정,24.26,bar,경고,최민준,
EQ0091,2023-11-09,압력검사,66.36,°C,정상,박준호,윤활유 추가
EQ0091,2023-12-17,유량측정,14.18,°C,주의,정수현,조정완료
EQ0091,2023-12-19,유량측정,69.01,L/min,불량,이영희,윤활유 추가
EQ0091,2023-12-22,소음진동,39.22,L/min,정상,정수현,윤활유 추가
EQ0091,2024-01-16,유량측정,20.19,bar,정상,최민준,윤활유 추가
EQ0091,2024-03-17,소음진동,53.38,MΩ,정상,이영희,윤활유 추가
EQ0091,2024-04-10,전류측정,92.04,MΩ,정상,이영희,윤활유 추가
EQ0091,2024-06-21,소음진동,66.63,A,주의,박준호,조정완료
EQ0091,2024-08-12,유량측정,34.83,bar,정상,최민준,윤활유 추가
EQ0092,2023-01-23,압력검사,55.82,MΩ,주의,박준호,윤활유 추가
EQ0092,2023-02-15,소음진동,60.54,°C,정상,최민준,부품교체필요
EQ0092,2023-04-09,온도측정,53.78,MΩ,주의,박준호,청소완료
EQ0092,2023-09-28,절연저항,95.26,dB,경고,김철수,
EQ0092,2023-11-21,외관검사,19.1,A,정상,정수현,윤활유 추가
EQ0092,2023-11-26,외관검사,93.0,dB,정상,김철수,부품교체필요
EQ0092,2023-12-05,절연저항,54.16,A,정상,이영희,부품교체필요
EQ0092,2024-01-15,압력검사,97.12,L/min,불량,김철수,부품교체필요
EQ0093,2023-01-02,절연저항,91.5,L/min,정상,박준호,조정완료
EQ0093,2023-02-07,외관검사,14.82,A,경고,정수현,
EQ0093,2023-02-18,온도측정,53.87,bar,불량,김철수,
EQ0093,2023-03-10,절연저항,19.55,°C,정상,이영희,부품교체필요
EQ0093,2023-03-11,외관검사,70.3,bar,정상,정수현,윤활유 추가
EQ0093,2023-04-01,전류측정,87.65,dB,정상,최민준,조정완료
EQ0093,2023-06-07,외관검사,59.04,°C,경고,김철수,청소완료
EQ0093,2023-07-06,전류측정,43.11,°C,정상,이영희,
EQ0093,2023-11-02,절연저항,91.36,dB,정상,김철수,청소완료
EQ0093,2024-01-01,유량측정,43.62,°C,정상,최민준,부품교체필요
EQ0093,2024-03-06,소음진동,38.86,L/min,정상,이영희,부품교체필요
EQ0093,2024-05-12,외관검사,37.13,L/min,주의,김철수,
EQ0093,2024-07-21,전류측정,98.47,bar,정상,박준호,윤활유 추가
EQ0094,2023-03-29,외관검사,32.14,°C,정상,최민준,조정완료
EQ0094,2023-05-19,전류측정,10.49,bar,불량,이영희,
EQ0094,2023-08-25,온도측정,56.66,MΩ,불량,최민준,윤활유 추가
EQ0094,2023-11-27,절연저항,21.06,MΩ,정상,박준호,윤활유 추가
EQ0094,2024-04-17,전류측정,22.84,L/min,정상,김철수,조정완료
EQ0094,2024-06-22,절연저항,29.31,dB,정상,최민준,
EQ0094,2024-07-08,외관검사,53.2,°C,정상,이영희,
EQ0095,2023-01-07,외관검사,71.55,MΩ,정상,이영희,조정완료
EQ0095,2023-02-28,유량측정,54.61,°C,정상,이영희,청소완료
EQ0095,2023-03-09,소음진동,68.78,L/min,정상,최민준,
EQ0095,2023-05-27,소음진동,25.85,dB,정상,이영희,청소완료
EQ0095,2023-06-19,압력검사,20.89,A,정상,정수현,윤활유 추가
EQ0095,2023-06-20,유량측정,36.9,°C,정상,이영희,조정완료
EQ0095,2023-11-07,압력검사,32.87,bar,정상,최민준,부품교체필요
EQ0095,2024-01-19,전류측정,68.49,bar,정상,최민준,조정완료
EQ0095,2024-03-24,유량측정,58.65,bar,정상,정수현,조정완료
EQ0095,2024-04-05,온도측정,27.02,A,정상,최민준,윤활유 추가
EQ0095,2024-04-08,온도측정,21.57,dB,정상,김철수,
EQ0095,2024-07-02,절연저항,13.8,L/min,정상,정수현,부품교체필요
EQ0095,2024-07-15,외관검사,72.16,MΩ,정상,정수현,윤활유 추가
EQ0095,2024-08-08,전류측정,89.91,dB,정상,정수현,부품교체필요
EQ0095,2024-08-21,소음진동,71.87,A,정상,박준호,
EQ0096,2023-04-10,압력검사,92.06,dB,정상,이영희,윤활유 추가
EQ0096,2023-08-17,온도측정,27.56,dB,정상,박준호,윤활유 추가
EQ0096,2023-09-05,압력검사,96.2,bar,주의,정수현,조정완료
EQ0096,2023-10-13,유량측정,87.5,bar,정상,정수현,
EQ0096,2023-10-16,유량측정,30.19,bar,정상,이영희,부품교체필요
EQ0096,2023-11-21,절연저항,37.76,°C,정상,김철수,조정완료
EQ0096,2023-11-30,외관검사,92.24,MΩ,경고,김철수,조정완료
EQ0096,2024-02-21,절연저항,79.49,bar,주의,최민준,조정완료
EQ0096,2024-03-31,전류측정,58.86,dB,불량,김철수,조정완료
EQ0096,2024-04-26,소음진동,95.17,L/min,정상,이영희,
EQ0096,2024-05-06,외관검사,90.71,bar,경고,김철수,
EQ0096,2024-05-11,유량측정,68.57,MΩ,정상,김철수,조정완료
EQ0096,2024-06-24,전류측정,36.17,A,정상,정수현,윤활유 추가
EQ0096,2024-07-17,소음진동,22.61,°C,경고,박준호,윤활유 추가
EQ0096,2024-07-17,소음진동,75.29,A,정상,정수현,
EQ0097,2023-02-11,유량측정,77.35,°C,정상,박준호,부품교체필요
EQ0097,2023-04-16,온도측정,96.32,dB,정상,박준호,부품교체필요
EQ0097,2023-07-22,외관검사,85.64,bar,주의,최민준,부품교체필요
EQ0097,2024-01-22,전류측정,95.11,dB,정상,김철수,조정완료
EQ0097,2024-04-25,소음진동,59.29,bar,정상,정수현,윤활유 추가
EQ0097,2024-05-04,압력검사,14.2,L/min,정상,최민준,청소완료
EQ0097,2024-05-07,외관검사,26.98,bar,정상,이영희,윤활유 추가
EQ0097,2024-06-04,외관검사,27.27,dB,주의,최민준,부품교체필요
EQ0098,2023-01-08,소음진동,84.22,°C,정상,김철수,조정완료
EQ0098,2023-01-25,소음진동,35.3,A,정상,정수현,
EQ0098,2023-04-07,온도측정,45.49,°C,정상,박준호,
EQ0098,2023-05-26,압력검사,70.32,MΩ,주의,박준호,조정완료
EQ0098,2023-12-08,소음진동,43.05,L/min,정상,김철수,부품교체필요
EQ0098,2024-01-03,외관검사,85.65,MΩ,정상,최민준,조정완료
EQ0098,2024-03-18,소음진동,99.78,°C,불량,정수현,윤활유 추가
EQ0098,2024-08-05,외관검사,36.34,bar,경고,김철수,청소완료
EQ0098,2024-08-14,절연저항,30.14,L/min,주의,박준호,청소완료
EQ0099,2023-01-29,전류측정,61.92,bar,정상,이영희,윤활유 추가
EQ0099,2023-02-02,외관검사,71.29,L/min,정상,이영희,부품교체필요
EQ0099,2023-07-16,절연저항,89.45,MΩ,정상,정수현,윤활유 추가
EQ0099,2024-07-19,소음진동,50.5,°C,정상,정수현,조정완료
EQ0099,2024-07-29,온도측정,49.42,bar,정상,박준호,윤활유 추가
EQ0100,2023-02-16,절연저항,97.69,dB,정상,이영희,부품교체필요
EQ0100,2023-02-28,외관검사,77.8,L/min,정상,정수현,
EQ0100,2023-03-31,유량측정,33.82,bar,불량,정수현,윤활유 추가
EQ0100,2023-05-27,온도측정,63.37,°C,정상,박준호,조정완료
EQ0100,2023-07-27,압력검사,72.35,bar,정상,정수현,조정완료
EQ0100,2023-09-11,전류측정,75.36,bar,정상,김철수,
EQ0100,2024-02-19,외관검사,96.82,bar,정상,박준호,윤활유 추가
EQ0100,2024-03-02,외관검사,65.87,°C,정상,최민준,
EQ0100,2024-03-30,유량측정,65.34,A,정상,이영희,윤활유 추가
EQ0100,2024-07-14,외관검사,71.69,dB,정상,박준호,조정완료
EQ0101,2023-03-13,절연저항,24.63,L/min,정상,이영희,윤활유 추가
EQ0101,2023-04-14,유량측정,81.62,A,정상,최민준,윤활유 추가
EQ0101,2023-06-19,압력검사,70.27,°C,경고,이영희,청소완료
EQ0101,2023-07-02,온도측정,58.81,MΩ,정상,김철수,부품교체필요
EQ0101,2023-08-11,외관검사,13.01,MΩ,정상,이영희,조정완료
EQ0101,2023-10-06,온도측정,72.57,dB,정상,정수현,윤활유 추가
EQ0101,2023-11-02,유량측정,93.77,MΩ,정상,이영희,윤활유 추가
EQ0101,2023-12-02,전류측정,67.05,bar,정상,박준호,청소완료
EQ0101,2024-02-24,외관검사,50.12,L/min,정상,최민준,
EQ0101,2024-03-09,외관검사,50.03,L/min,주의,이영희,부품교체필요
EQ0101,2024-08-14,전류측정,17.29,bar,정상,최민준,조정완료
EQ0102,2023-01-18,유량측정,86.0,dB,정상,김철수,윤활유 추가
EQ0102,2023-03-11,절연저항,24.81,L/min,정상,김철수,조정완료
EQ0102,2023-03-17,온도측정,26.58,L/min,정상,김철수,청소완료
EQ0102,2023-03-27,절연저항,85.47,MΩ,경고,박준호,부품교체필요
EQ0102,2023-04-24,전류측정,28.56,MΩ,정상,김철수,윤활유 추가
EQ0102,2023-05-21,소음진동,51.0,L/min,경고,최민준,윤활유 추가
EQ0102,2023-10-29,절연저항,55.03,bar,정상,박준호,조정완료
EQ0102,2024-02-06,외관검사,51.36,bar,정상,이영희,
EQ0102,2024-02-29,소음진동,38.37,L/min,정상,최민준,청소완료
EQ0102,2024-03-19,외관검사,48.6,A,경고,김철수,윤활유 추가
EQ0102,2024-03-20,온도측정,61.01,dB,정상,이영희,조정완료
EQ0102,2024-06-12,소음진동,35.43,A,정상,정수현,
EQ0102,2024-07-13,압력검사,40.08,dB,정상,박준호,조정완료
EQ0103,2023-02-10,온도측정,64.98,MΩ,정상,최민준,청소완료
EQ0103,2023-08-23,압력검사,47.9,bar,정상,박준호,윤활유 추가
EQ0103,2023-09-01,절연저항,14.86,A,정상,최민준,윤활유 추가
EQ0103,2023-12-30,소음진동,48.7,L/min,정상,이영희,윤활유 추가
EQ0103,2024-01-26,압력검사,11.23,MΩ,정상,최민준,윤활유 추가
EQ0103,2024-05-17,소음진동,36.09,dB,정상,최민준,
EQ0103,2024-07-08,소음진동,71.22,bar,정상,박준호,부품교체필요
EQ0104,2023-02-07,온도측정,58.37,°C,정상,김철수,
EQ0104,2023-06-12,유량측정,73.7,A,주의,정수현,
EQ0104,2023-08-31,압력검사,21.73,°C,주의,최민준,윤활유 추가
EQ0104,2023-12-17,절연저항,17.16,A,정상,박준호,
EQ0104,2024-02-04,전류측정,45.47,bar,정상,김철수,
EQ0104,2024-02-17,소음진동,20.91,A,정상,김철수,청소완료
EQ0104,2024-03-08,외관검사,44.33,L/min,불량,최민준,부품교체필요
EQ0104,2024-03-14,온도측정,55.88,bar,불량,이영희,
EQ0104,2024-04-25,유량측정,83.96,bar,정상,최민준,
EQ0104,2024-06-16,유량측정,46.72,°C,정상,정수현,청소완료
EQ0105,2023-01-08,유량측정,53.45,bar,주의,박준호,조정완료
EQ0105,2023-04-05,유량측정,99.98,A,정상,최민준,조정완료
EQ0105,2023-05-02,온도측정,92.34,°C,경고,정수현,
EQ0105,2023-09-06,소음진동,19.4,MΩ,정상,박준호,조정완료
EQ0105,2023-09-30,소음진동,19.18,L/min,주의,정수현,부품교체필요
EQ0105,2023-12-28,압력검사,73.83,bar,정상,박준호,윤활유 추가
EQ0105,2024-02-07,압력검사,41.12,A,정상,박준호,부품교체필요
EQ0105,2024-02-14,온도측정,90.56,A,정상,정수현,윤활유 추가
EQ0105,2024-03-13,압력검사,22.33,MΩ,정상,최민준,윤활유 추가
EQ0105,2024-05-28,소음진동,20.51,dB,정상,박준호,청소완료
EQ0105,2024-06-19,유량측정,98.37,bar,정상,정수현,조정완료
EQ0106,2023-01-01,온도측정,40.27,L/min,정상,최민준,청소완료
EQ0106,2023-01-12,전류측정,98.18,dB,정상,박준호,청소완료
EQ0106,2023-01-29,외관검사,30.71,MΩ,정상,최민준,조정완료
EQ0106,2023-05-05,전류측정,82.55,L/min,정상,이영희,
EQ0106,2023-06-29,유량측정,95.38,A,경고,김철수,부품교체필요
EQ0106,2023-08-09,외관검사,81.49,MΩ,주의,이영희,윤활유 추가
EQ0106,2024-03-18,전류측정,40.0,°C,정상,이영희,윤활유 추가
EQ0106,2024-05-16,외관검사,20.15,°C,불량,최민준,조정완료
EQ0106,2024-05-19,절연저항,50.34,bar,정상,최민준,부품교체필요
EQ0106,2024-06-26,절연저항,51.07,bar,정상,박준호,청소완료
EQ0106,2024-06-28,절연저항,82.52,A,정상,최민준,윤활유 추가
EQ0106,2024-07-31,압력검사,39.81,°C,정상,이영희,청소완료
EQ0107,2023-02-08,외관검사,12.6,MΩ,정상,이영희,
EQ0107,2023-02-11,압력검사,95.63,A,정상,김철수,부품교체필요
EQ0107,2023-02-11,외관검사,53.45,L/min,정상,김철수,청소완료
EQ0107,2023-03-02,유량측정,31.02,°C,정상,정수현,조정완료
EQ0107,2023-03-15,압력검사,77.34,°C,정상,이영희,부품교체필요
EQ0107,2023-03-18,유량측정,62.73,MΩ,정상,정수현,윤활유 추가
EQ0107,2023-05-12,온도측정,94.87,A,정상,이영희,부품교체필요
EQ0107,2023-05-18,소음진동,47.39,bar,정상,김철수,조정완료
EQ0107,2023-06-29,절연저항,15.72,L/min,정상,정수현,윤활유 추가
EQ0107,2023-10-19,외관검사,71.48,A,불량,이영희,청소완료
EQ0107,2023-11-09,소음진동,27.77,dB,주의,이영희,윤활유 추가
EQ0107,2023-11-28,절연저항,44.75,A,주의,이영희,윤활유 추가
EQ0107,2024-01-13,절연저항,37.34,A,정상,김철수,윤활유 추가
EQ0107,2024-02-07,절연저항,57.69,dB,불량,정수현,윤활유 추가
EQ0108,2023-01-08,외관검사,75.75,bar,정상,김철수,윤활유 추가
EQ0108,2023-03-24,압력검사,99.62,L/min,정상,김철수,조정완료
EQ0108,2023-04-05,외관검사,53.28,MΩ,정상,박준호,윤활유 추가
EQ0108,2023-05-02,유량측정,42.83,L/min,정상,이영희,조정완료
EQ0108,2023-07-29,절연저항,30.77,MΩ,정상,정수현,조정완료
EQ0108,2023-12-15,온도측정,65.74,L/min,주의,박준호,청소완료
EQ0108,2024-02-20,온도측정,71.52,A,정상,이영희,조정완료
EQ0108,2024-08-04,온도측정,71.01,A,불량,이영희,
EQ0109,2023-03-10,절연저항,66.62,dB,정상,이영희,부품교체필요
EQ0109,2023-03-21,압력검사,90.83,L/min,정상,최민준,부품교체필요
EQ0109,2023-04-22,온도측정,38.2,L/min,주의,정수현,부품교체필요
